Training_Epoch_Number,Huber_Loss_Value,MAPE_Percentage
98,0.08961008198446396,37.9722694104368
99,0.07109318436193986,30.61809106306596
100,0.0691073096893502,29.089111180016488
101,0.079026441209752,32.037080282514744
102,0.0853650128525315,32.757026228037745
103,0.06974754142433856,29.058257829059254
104,0.1124903488001137,50.997092778032474
105,0.0830675478121548,34.778011251579635
106,0.06617240297297637,32.77176496657458
107,0.08586022070129261,36.268250960292235
108,0.06958472632774801,29.662643418167576
109,0.07952697371894663,32.543299685825
110,0.14753368530761113,60.49440661163041
111,0.12192207591777499,38.78913088278337
112,0.103273440067741,42.708452091072544
113,0.07732672633772547,34.123887076522365
114,0.13118727177833067,59.45676560654785
115,0.10353647861065286,38.651322234760634
116,0.06996677827202913,35.583651607686825
117,0.07436257634650577,34.1414567196008
118,0.07338768796938838,28.486951598615356
119,0.06621477950477239,28.950162548007388
120,0.04911391239500407,25.463000120538652
121,0.05062262160759984,27.12635686903289
122,0.06509629356195078,28.12764129855416
123,0.08051043288838683,31.124080898183763
124,0.08695912756251567,34.43327943483988
125,0.05592541192009142,22.59720600012577
126,0.10081072281481641,39.03560882264917
127,0.0866668980963754,28.86173612240589
128,0.06457118763390815,32.139082885149755
129,0.041369857619318995,22.083788523168273
130,0.04267405292414354,22.350661727515135
131,0.1692532954991541,101.50010043924505
132,0.08667195752742841,36.109502884474665
133,0.04844338088437463,26.034570869171258
134,0.11556248189034787,47.342822362076156
135,0.06667859672399407,32.50869573517279
136,0.056028020956243076,27.209328024676353
137,0.04686061297825566,23.119181213956892
138,0.0744670761579817,30.24678708929004
139,0.06414905077580249,27.10441888281793
140,0.05483307321132584,25.568419830365613
141,0.05722251830791885,27.607421396356642
142,0.052984000091920745,24.336481861995928
143,0.07158503641910625,34.58472381938588
144,0.06268828362226486,30.852899406895492
145,0.08264483515681191,38.69401171351924
146,0.05827387904917652,26.761154333750408
147,0.06840169012094989,30.066770857030694
148,0.062096000973586786,28.28546270276561
149,0.041679521154781636,22.575841482841607
150,0.041488737912114826,23.79639528014443
151,0.05791723644925338,25.800052533547085
152,0.07569950632750988,31.87615383755077
153,0.06406343999234113,28.01960219036449
154,0.0645956586707722,35.25831638412042
155,0.059785987243451404,30.85935264825821
156,0.032737895253707065,20.544302237756323
157,0.08367968323838079,35.11488223166177
158,0.042303174077956515,21.24008753082969
159,0.028685627596904382,17.4807761203159
160,0.04620062599353718,24.15099369757103
161,0.037687754230291554,20.7315158663374
162,0.04802124710245566,25.53371787071228
163,0.0586348253612717,24.13864957563805
164,0.05603603174853505,30.60583607716994
165,0.04908503414216367,21.50936515042276
166,0.034215248472085506,18.116617925239332
167,0.04430384231928849,19.52210363339294
168,0.024653135678928458,16.234652562574908
169,0.04123111519341668,21.491908981944576
170,0.02552881646040601,16.90389169662288
171,0.036449380197816274,20.891717866514668
172,0.05552719520743598,27.479130232876
173,0.054094623675513445,27.628265795382585
174,0.038381298749961636,19.311929336099915
175,0.05124184283230341,23.703458453669693
176,0.02637001556682993,18.119646383054327
177,0.026281682322874214,17.761390362725113
178,0.028055463458947612,18.01153552351576
179,0.03619513245807453,21.151555081208546
180,0.03396429523656314,20.915895316636924
181,0.05440412272670955,22.829096854636163
182,0.030124496562745084,18.115907072117835
183,0.02325108731306638,13.893320140513508
184,0.039406829767606476,21.755798048142232
185,0.03188724521984995,20.184956445838466
186,0.04481550709654888,21.277373306679003
187,0.036957587425907455,20.534390888430856
188,0.04053393718045713,21.891395646062765
189,0.11648714869762912,42.673836422689035
190,0.06192494218350586,30.92480286052733
191,0.03728211167353121,22.07582464272326
192,0.033530610274862156,20.955516849503372
193,0.03633967980347348,19.16822822708072
194,0.029387600053186445,17.80655991398927
195,0.0289587973419464,17.767039122003496
196,0.030226052358612476,17.197240223035667
197,0.02366600340853135,17.214824801141564
198,0.03370143399771416,20.227222234913796
199,0.031572339167310434,16.886173278996438
200,0.022022120712790638,16.609394268104523
201,0.032149399842389605,16.832547612262495
202,0.03151862365616993,17.430278117006477
203,0.021827838764610617,14.850344689506473
204,0.019389542800402552,13.51107329581723
205,0.025369562363872927,16.9854587226203
206,0.018336042902912155,15.27680710635402
207,0.01906594894403084,14.172480458563024
208,0.027873365208506584,16.484242722843632
209,0.01590275668510885,13.571012810324177
210,0.04068707801740278,21.484365810950596
211,0.047988475893031464,24.035590322631776
212,0.015553976169251131,13.93425880056439
213,0.042113081820196276,22.767845789591473
214,0.04584298673734972,22.48026949889732
215,0.055692932032274475,27.152097338076793
216,0.02677057957220258,16.217102900598988
217,0.012655265982065237,12.628482485359365
218,0.01716743267818608,13.704483978676073
219,0.011296001628524567,11.414671158700278
220,0.03390023729651037,21.431146787874628
221,0.022710038715917053,15.845633715842709
222,0.014802437501423286,12.14072188418923
223,0.015773928999392825,12.116782954244902
224,0.029060422273522072,17.018640899296962
225,0.020891110313999834,14.138282519398313
226,0.0309092368450806,18.153428692709316
227,0.03949883493425494,22.412320565093648
228,0.06877833705000354,29.9024631579717
229,0.1195232497641083,52.07329139564977
230,0.05515134746603893,24.598076623497587
231,0.04201200220885574,20.799506246817835
232,0.049796028373142086,27.7165512695457
233,0.020793850336110954,15.92540420366056
234,0.02265844011862734,16.531088722474646
235,0.021920831869382793,14.335908204542868
236,0.02463064015363202,17.37105972839124
237,0.017667803475915483,14.93635516275059
238,0.015750128662947453,12.006064707582647
239,0.02607091036484097,17.995399191524044
240,0.034200411501594565,17.715974513328437
241,0.0183511556895224,14.883781743772103
242,0.014210831848410608,12.701091452529937
243,0.035612266390781966,18.93614600553657
244,0.020367074002878682,14.32496002226165
245,0.028611195083199578,15.857255300789168
246,0.01341228554674396,12.086197541970195
247,0.012720374386955165,11.339292788144315
248,0.013853424041757755,11.669231206178665
249,0.013598668346689506,12.35543925202254
250,0.011221585012125697,10.827156415942943
251,0.021082519786432385,14.45582818352815
252,0.017195553765773322,11.939527613647057
253,0.021692440529339805,12.819618201165488
254,0.00932108128274029,10.180909457531842
255,0.009278681965290823,10.152772159287423
256,0.01903190781101302,13.253408173720041
257,0.01936210305994433,12.273533055276582
258,0.027298232251213805,18.769809581113584
259,0.024932975542138924,17.46897620685173
260,0.016694564527521532,13.250511568604093
261,0.014106253387801575,12.014586410739206
262,0.012450482851515213,12.264485318552364
263,0.011433464044592145,10.626894167878412
264,0.03332177643438406,19.32468283357042
265,0.012066472660411488,12.454277028640112
266,0.015341331928291103,13.037192821502686
267,0.014824746190711405,12.968132667469256
268,0.012929793546032724,13.126381102836493
269,0.011885915170282577,11.910081225814242
270,0.017239976970648222,12.545323462197274
271,0.016824139253885456,14.3481071248199
272,0.009514617550215035,10.697958595824964
273,0.01435616270067509,12.892268970608711
274,0.010341842068803751,10.64557499732032
275,0.01072237194713318,11.581599283399004
276,0.009329409987637491,10.361724550073797
277,0.008911987865400133,9.712036992564347
278,0.013376502507140465,11.52836432059606
279,0.019046553035767636,15.273626013235612
280,0.016314695688021002,14.43099244074388
281,0.010882307845873363,11.51105190316836
282,0.012439454919799711,10.88528134154551
283,0.006920822460828772,8.496069865809245
284,0.006808543653636606,7.878880236636508
285,0.017557963790640122,13.662302234407628
286,0.008820392664126826,8.823997369318297
287,0.00896389652431632,10.321729212547794
288,0.013068438906250803,11.31076111712239
289,0.00809703690394985,9.297373032931125
290,0.017984745015079778,12.3444270455476
291,0.019896577357554412,15.096975134854967
292,0.016597579644329733,13.560813529924912
293,0.013650548917763499,12.435415003335837
294,0.011023174679862816,9.860721315172585
295,0.01166959138671783,11.53460219502449
296,0.008584792048416355,9.642810600273537
297,0.0071315871248247495,8.595059270208532
298,0.010426676652224904,9.514313394373113
299,0.017872348303419792,15.052401579239152
300,0.015026800489674011,14.276729343515454
301,0.01167874263289074,11.612093042243611
302,0.01231160717416611,12.363826551220633
303,0.02428400966649254,17.213784429160032
304,0.010779008101742489,10.710212193203695
305,0.010964079929346388,10.122841630469669
306,0.01576757686438434,12.836676881168827
307,0.010969386263186056,11.414466008092418
308,0.007151181844881538,8.877218695300998
309,0.01633145405459359,13.485977098797306
310,0.01492403011599725,13.739019293676723
311,0.017719002440571785,11.982122041059263
312,0.018124859921182648,15.242502906105734
313,0.0134463884663119,12.948141427654209
314,0.009930708517927225,10.349060561169278
315,0.025412487479942767,16.532631466786068
316,0.027893324301465218,19.218285076997496
317,0.03530445872721347,22.384281975753378
318,0.016243399163200098,13.629268245263534
319,0.01241651388541372,12.173595663272973
320,0.009561451161668325,9.645860438997095
321,0.014554248027376492,12.47520712909825
322,0.0066938750766866815,8.029400658878414
323,0.013011519970005435,12.314283136617053
324,0.01344156615210302,12.311945595976079
325,0.011568333569095668,11.616715382445943
326,0.023791630272612427,17.50547910730044
327,0.010519883477227819,11.078245113744881
328,0.016939450718575354,14.77009229587786
329,0.013195081229434547,12.254747646776112
330,0.01225412926975299,12.853219337535627
331,0.008038890017125981,9.741646322337063
332,0.010470859184296745,11.250514243588302
333,0.011009837253809426,10.471032559871674
334,0.010056412355466322,9.181820793133793
335,0.008376843839262923,10.105853550361864
336,0.010222241348608142,11.01412054038409
337,0.01898193850435994,16.62206335952788
338,0.015011089166033675,12.437104478929982
339,0.008341811902496513,8.499730762207147
340,0.014617688728101326,13.601158514167324
341,0.024400346157507913,16.934196199431565
342,0.02797372695623022,20.460352233865045
343,0.012795668412846599,12.205511895996151
344,0.009877193062989549,10.11656258593906
345,0.005372148610397496,6.975794944799308
346,0.005036773147752903,7.244848437381513
347,0.006840625845749552,8.043738669066718
348,0.010906791166317735,10.975691856759967
349,0.010581585007127036,11.280796541409059
350,0.011981643856305516,11.00448060667876
